Parameter,Value,TbH,TbV
Fraction_volume_water_SP,0.0,232.90022823512393,254.23689802580594
Fraction_volume_water_SP,0.005,241.58944044959648,261.06570186450773
Fraction_volume_water_SP,0.01,246.33958806247225,264.81307890741243
Fraction_volume_water_SP,0.015,248.9753007740425,266.979306695698
Fraction_volume_water_SP,0.02,250.39476498302352,268.24817652274754
Fraction_volume_water_SP,0.025,251.10462328877156,268.99411905878964
Fraction_volume_water_SP,0.03,251.4005869262533,269.4340711481723
Fraction_volume_water_SP,0.035,251.45622351198892,269.69506077546157
Fraction_volume_water_SP,0.04,251.37287657637063,269.85150197793405
Fraction_volume_water_SP,0.045,251.2091389571087,269.9468153904058
Fraction_volume_water_SP,0.05,250.99886614788946,270.0061425046955
Fraction_volume_water_SP,0.055,250.7612419538326,270.0441079972916
Fraction_volume_water_SP,0.06,250.50721981919128,270.06918940214285
Fraction_volume_water_SP,0.065,250.2430609986638,270.08634068369616
Fraction_volume_water_SP,0.07,249.97230527733763,270.098499186772
Fraction_volume_water_SP,0.075,249.6972120089068,270.10740732547976
Fraction_volume_water_SP,0.08,249.4190177178963,270.11414837260253
Fraction_volume_water_SP,0.085,249.138527500884,270.1193935346367
Fraction_volume_water_SP,0.09,248.85627280879984,270.1235678924286
Fraction_volume_water_SP,0.095,248.5725525163124,270.1269486157036
Fraction_volume_water_SP,0.1,248.28776079654003,270.12970171743444
