Parameter,Value,TbH,TbV
Salinity_SP,0.0,242.88232688395087,265.5774036713073
Salinity_SP,0.15,242.88232688395087,265.5774036713073
Salinity_SP,0.3,242.88232688395087,265.5774036713073
Salinity_SP,0.44999999999999996,242.88232688395087,265.5774036713073
Salinity_SP,0.6,242.88232688395087,265.5774036713073
Salinity_SP,0.75,242.88232688395087,265.5774036713073
Salinity_SP,0.8999999999999999,242.88232688395087,265.5774036713073
Salinity_SP,1.05,242.88232688395087,265.5774036713073
Salinity_SP,1.2,242.88232688395087,265.5774036713073
Salinity_SP,1.3499999999999999,242.88232688395087,265.5774036713073
Salinity_SP,1.5,242.88232688395087,265.5774036713073
Salinity_SP,1.65,242.88232688395087,265.5774036713073
Salinity_SP,1.7999999999999998,242.88232688395087,265.5774036713073
Salinity_SP,1.95,242.88232688395087,265.5774036713073
Salinity_SP,2.1,242.88232688395087,265.5774036713073
Salinity_SP,2.25,242.88232688395087,265.5774036713073
Salinity_SP,2.4,242.88232688395087,265.5774036713073
Salinity_SP,2.55,242.88232688395087,265.5774036713073
Salinity_SP,2.6999999999999997,242.88232688395087,265.5774036713073
Salinity_SP,2.85,242.88232688395087,265.5774036713073
Salinity_SP,3.0,242.88232688395087,265.5774036713073
