Parameter,Value,TbH,TbV
Fraction_volume_water_SP,0.0,238.21790956118312,260.03335806474956
Fraction_volume_water_SP,0.01,248.22664035018474,266.91622218566243
Fraction_volume_water_SP,0.02,251.3981566395529,269.3876101971563
Fraction_volume_water_SP,0.03,252.17860536995286,270.33690221702363
Fraction_volume_water_SP,0.04,252.09429306820948,270.7151559418883
Fraction_volume_water_SP,0.05,251.69637844547174,270.8754480434996
Fraction_volume_water_SP,0.06,251.1797116980841,270.94895631511764
Fraction_volume_water_SP,0.07,250.61341112357326,270.9855913810165
Fraction_volume_water_SP,0.08,250.02274846571385,271.0054728174915
Fraction_volume_water_SP,0.09,249.41787844645086,271.0172032101546
Fraction_volume_water_SP,0.1,248.8036864321167,271.02463501456214
Fraction_volume_water_SP,0.11,248.18260530580238,271.0295432430925
Fraction_volume_water_SP,0.12,247.55631377851034,271.03270424085184
Fraction_volume_water_SP,0.13,246.92597928410999,271.03443078857083
Fraction_volume_water_SP,0.14,246.29253057536675,271.03481219555977
Fraction_volume_water_SP,0.15,245.65690117105308,271.0338281535061
Fraction_volume_water_SP,0.16,245.01987088832888,271.03141026299573
Fraction_volume_water_SP,0.17,244.38215216361283,271.02746324733437
Fraction_volume_water_SP,0.18,243.74451016383045,271.02187677129746
Fraction_volume_water_SP,0.19,243.10758039399144,271.014531034963
Fraction_volume_water_SP,0.2,242.47194113705342,271.0052974194639
