Parameter,Value,TbH,TbV
Salinity_SP,0.0,220.5729315369465,260.6271072844142
Salinity_SP,0.6,220.5729315369456,260.62710728441414
Salinity_SP,1.2,220.5729315369456,260.62710728441414
Salinity_SP,1.7999999999999998,220.57293153694644,260.62710728441425
Salinity_SP,2.4,220.57293153694553,260.6271072844141
Salinity_SP,3.0,220.5729315369456,260.62710728441414
Salinity_SP,3.5999999999999996,220.57293153694553,260.6271072844141
Salinity_SP,4.2,220.5729315369456,260.62710728441414
Salinity_SP,4.8,220.57293153694553,260.6271072844141
Salinity_SP,5.3999999999999995,220.5729315369465,260.6271072844142
Salinity_SP,6.0,220.57293153694553,260.6271072844141
Salinity_SP,6.6,220.5729315369456,260.62710728441414
Salinity_SP,7.199999999999999,220.5729315369456,260.62710728441414
Salinity_SP,7.8,220.5729315369456,260.62710728441414
Salinity_SP,8.4,220.57293153694644,260.62710728441425
Salinity_SP,9.0,220.57293153694644,260.62710728441425
Salinity_SP,9.6,220.57293153694644,260.62710728441425
Salinity_SP,10.2,220.5729315369456,260.62710728441414
Salinity_SP,10.799999999999999,220.57293153694644,260.62710728441425
Salinity_SP,11.4,220.5729315369456,260.62710728441414
Salinity_SP,12.0,220.5729315369456,260.62710728441414
