Parameter,Value,TbH,TbV
Temperature_SP,263.15,237.3359885816977,259.18464948791694
Temperature_SP,263.65,237.37277101830068,259.22041324727854
Temperature_SP,264.15,237.41022869746124,259.2567905811747
Temperature_SP,264.65,237.44837599610796,259.2937949225575
Temperature_SP,265.15,237.48722759994402,259.3314400034168
Temperature_SP,265.65,237.5267985091191,259.3697398605138
Temperature_SP,266.15,237.56710404396415,259.4087088411891
Temperature_SP,266.65,237.6081598507978,259.44836160924973
Temperature_SP,267.15,237.64998190779613,259.4887131509323
Temperature_SP,267.65,237.69258653092706,259.52977878094083
Temperature_SP,268.15,237.73599037994728,259.5715741485589
Temperature_SP,268.65,237.78021046446636,259.6141152438394
Temperature_SP,269.15,237.82526415006632,259.65741840386477
Temperature_SP,269.65,237.87116916448238,259.7015003190791
Temperature_SP,270.15,237.9179436038413,259.7463780396934
Temperature_SP,270.65,237.96560593895532,259.7920689821589
Temperature_SP,271.15,238.01417502166777,259.8385909357092
Temperature_SP,271.65,238.0636700912539,259.8859620689699
Temperature_SP,272.15,238.1141107808669,259.934200936633
Temperature_SP,272.65,238.1655171240312,259.9833264861932
Temperature_SP,273.15,238.21790956118312,260.03335806474956
