Parameter,Value,TbH,TbV
Temperature_DH,263.15,230.53712190994543,262.07270790507357
Temperature_DH,263.65,230.5477644855717,262.1309295603348
Temperature_DH,264.15,230.55730933118926,262.1875752476434
Temperature_DH,264.65,230.5658030595269,262.2426779013796
Temperature_DH,265.15,230.57329164987016,262.2962708072647
Temperature_DH,265.65,230.57982040894478,262.34838753402585
Temperature_DH,266.15,230.58543393522308,262.3990618683815
Temperature_DH,266.65,230.5901760865934,262.4483277533232
Temperature_DH,267.15,230.59408995132816,262.4962192296653
Temperature_DH,267.65,230.59721782226146,262.5427703808181
Temperature_DH,268.15,230.5996011740885,262.58801528073997
Temperature_DH,268.65,230.60128064368598,262.6319879450089
Temperature_DH,269.15,230.60229601334163,262.6747222849559
Temperature_DH,269.65,230.6026861967838,262.71625206478717
Temperature_DH,270.15,230.60248922788594,262.75661086162415
Temperature_DH,270.65,230.60174225192475,262.79583202838256
Temperature_DH,271.15,230.60048151926344,262.83394865940306
Temperature_DH,271.65,230.59874238133204,262.87099355875193
Temperature_DH,272.15,230.59655928877206,262.9069992110957
Temperature_DH,272.65,230.59396579161583,262.9419977550599
Temperature_DH,273.15,230.5909945413703,262.9760209589746
