Parameter,Value,TbH,TbV
Salinity_SI_1,7.0,238.98460976369762,260.3445584051429
Salinity_SI_1,7.25,238.92065091508837,260.31848105482345
Salinity_SI_1,7.5,238.85667082280975,260.29243520324786
Salinity_SI_1,7.75,238.79267515685274,260.26641491232795
Salinity_SI_1,8.0,238.7286723331224,260.2404170453327
Salinity_SI_1,8.25,238.6646728749012,260.2144405693563
Salinity_SI_1,8.5,238.60068891159935,260.1884860136174
Salinity_SI_1,8.75,238.53673378729266,260.16255505184273
Salinity_SI_1,9.0,238.47282175582993,260.13665018123265
Salinity_SI_1,9.25,238.40896774367124,260.11077447644516
Salinity_SI_1,9.5,238.3451871649466,260.084931399957
Salinity_SI_1,9.75,238.28149577626078,260.0591246544604
Salinity_SI_1,10.0,238.21790956118312,260.03335806474956
Salinity_SI_1,10.25,238.15444463626653,260.007635479439
Salinity_SI_1,10.5,238.0911171721309,259.9819606841161
Salinity_SI_1,10.75,238.0279433242356,259.95633731883373
Salinity_SI_1,11.0,237.96493916905567,259.9307687942221
Salinity_SI_1,11.25,237.90212064210513,259.9052582009953
Salinity_SI_1,11.5,237.8395034747723,259.8798082083213
Salinity_SI_1,11.75,237.77710312759243,259.85442094756354
Salinity_SI_1,12.0,237.7149347179746,259.829097878349
