Parameter,Value,TbH,TbV
Thickness_SI_1,0.0,191.74977888395628,258.7258985172378
Thickness_SI_1,0.005,231.1566447188866,263.75979399342003
Thickness_SI_1,0.01,231.00105219793525,263.50667364222215
Thickness_SI_1,0.015,230.86640604725116,263.3200891460016
Thickness_SI_1,0.02,230.76773041433006,263.19249352574644
Thickness_SI_1,0.025,230.70043427997697,263.10851856921033
Thickness_SI_1,0.03,230.6562054241139,263.0544186984975
Thickness_SI_1,0.035,230.6277316611244,263.01999651009135
Thickness_SI_1,0.04,230.60962082426937,262.9982572127422
Thickness_SI_1,0.045,230.59818446516024,262.9845898002243
Thickness_SI_1,0.05,230.5909945413703,262.9760209589746
Thickness_SI_1,0.055,230.58648650210006,262.97065785126733
Thickness_SI_1,0.06,230.58366468513498,262.96730468886955
Thickness_SI_1,0.065,230.5819001713863,262.96520955153085
Thickness_SI_1,0.07,230.5807974956313,262.9639009738283
Thickness_SI_1,0.075,230.58010867902928,262.9630838582043
Thickness_SI_1,0.08,230.57967849077676,262.96257369789987
Thickness_SI_1,0.085,230.57940986121463,262.9622552083825
Thickness_SI_1,0.09,230.5792421295798,262.96205638604357
Thickness_SI_1,0.095,230.5791374027432,262.96193227032427
Thickness_SI_1,0.1,230.57907201555054,262.961854790946
