 P(0,mb), T(0,K)Hr(0,%), freq(Hz), grad(K/km), theta(deg), TbUp(k), TbDown(K), tau(neper)
 $
 1013.00 273.15 70.00  0.3653E+11  6.50  0.00 15.04 17.60 0.6125E-01
 1013.00 273.15 70.00  0.3653E+11  6.50  1.00 15.04 17.61 0.6126E-01
 1013.00 273.15 70.00  0.3653E+11  6.50  2.00 15.05 17.61 0.6128E-01
 1013.00 273.15 70.00  0.3653E+11  6.50  3.00 15.06 17.62 0.6133E-01
 1013.00 273.15 70.00  0.3653E+11  6.50  4.00 15.08 17.64 0.6140E-01
 1013.00 273.15 70.00  0.3653E+11  6.50  5.00 15.10 17.66 0.6148E-01
 1013.00 273.15 70.00  0.3653E+11  6.50  6.00 15.12 17.68 0.6158E-01
 1013.00 273.15 70.00  0.3653E+11  6.50  7.00 15.15 17.71 0.6171E-01
 1013.00 273.15 70.00  0.3653E+11  6.50  8.00 15.18 17.75 0.6185E-01
 1013.00 273.15 70.00  0.3653E+11  6.50  9.00 15.22 17.78 0.6201E-01
 1013.00 273.15 70.00  0.3653E+11  6.50 10.00 15.26 17.83 0.6219E-01
 1013.00 273.15 70.00  0.3653E+11  6.50 11.00 15.31 17.87 0.6239E-01
 1013.00 273.15 70.00  0.3653E+11  6.50 12.00 15.36 17.93 0.6261E-01
 1013.00 273.15 70.00  0.3653E+11  6.50 13.00 15.42 17.98 0.6286E-01
 1013.00 273.15 70.00  0.3653E+11  6.50 14.00 15.48 18.05 0.6312E-01
 1013.00 273.15 70.00  0.3653E+11  6.50 15.00 15.55 18.11 0.6340E-01
 1013.00 273.15 70.00  0.3653E+11  6.50 16.00 15.63 18.19 0.6371E-01
 1013.00 273.15 70.00  0.3653E+11  6.50 17.00 15.70 18.26 0.6404E-01
 1013.00 273.15 70.00  0.3653E+11  6.50 18.00 15.79 18.35 0.6439E-01
 1013.00 273.15 70.00  0.3653E+11  6.50 19.00 15.88 18.44 0.6477E-01
 1013.00 273.15 70.00  0.3653E+11  6.50 20.00 15.97 18.53 0.6517E-01
 1013.00 273.15 70.00  0.3653E+11  6.50 21.00 16.07 18.63 0.6560E-01
 1013.00 273.15 70.00  0.3653E+11  6.50 22.00 16.18 18.74 0.6605E-01
 1013.00 273.15 70.00  0.3653E+11  6.50 23.00 16.29 18.85 0.6653E-01
 1013.00 273.15 70.00  0.3653E+11  6.50 24.00 16.41 18.97 0.6703E-01
 1013.00 273.15 70.00  0.3653E+11  6.50 25.00 16.54 19.09 0.6757E-01
 1013.00 273.15 70.00  0.3653E+11  6.50 26.00 16.67 19.23 0.6813E-01
 1013.00 273.15 70.00  0.3653E+11  6.50 27.00 16.81 19.37 0.6873E-01
 1013.00 273.15 70.00  0.3653E+11  6.50 28.00 16.96 19.51 0.6935E-01
 1013.00 273.15 70.00  0.3653E+11  6.50 29.00 17.12 19.67 0.7001E-01
 1013.00 273.15 70.00  0.3653E+11  6.50 30.00 17.28 19.83 0.7071E-01
 1013.00 273.15 70.00  0.3653E+11  6.50 31.00 17.45 20.00 0.7144E-01
 1013.00 273.15 70.00  0.3653E+11  6.50 32.00 17.63 20.18 0.7220E-01
 1013.00 273.15 70.00  0.3653E+11  6.50 33.00 17.82 20.37 0.7301E-01
 1013.00 273.15 70.00  0.3653E+11  6.50 34.00 18.02 20.57 0.7386E-01
 1013.00 273.15 70.00  0.3653E+11  6.50 35.00 18.23 20.77 0.7475E-01
 1013.00 273.15 70.00  0.3653E+11  6.50 36.00 18.45 20.99 0.7568E-01
 1013.00 273.15 70.00  0.3653E+11  6.50 37.00 18.68 21.22 0.7667E-01
 1013.00 273.15 70.00  0.3653E+11  6.50 38.00 18.92 21.46 0.7770E-01
 1013.00 273.15 70.00  0.3653E+11  6.50 39.00 19.17 21.71 0.7878E-01
 1013.00 273.15 70.00  0.3653E+11  6.50 40.00 19.44 21.98 0.7992E-01
 1013.00 273.15 70.00  0.3653E+11  6.50 41.00 19.72 22.25 0.8112E-01
 1013.00 273.15 70.00  0.3653E+11  6.50 42.00 20.01 22.55 0.8238E-01
