Parameter,Value,TbH,TbV
Salinity_SI_1,6.0,239.58072664927897,254.37876996620662
Salinity_SI_1,6.25,239.58075913493016,254.37880159459166
Salinity_SI_1,6.5,239.58079594607784,254.37883745623066
Salinity_SI_1,6.75,239.58083719370356,254.37887765450947
Salinity_SI_1,7.0,239.58088298824967,254.3789222918474
Salinity_SI_1,7.25,239.58093343928445,254.37897146938656
Salinity_SI_1,7.5,239.58098865518792,254.37902528668008
Salinity_SI_1,7.75,239.581048742884,254.37908384137435
Salinity_SI_1,8.0,239.58312739832775,254.3835506182969
Salinity_SI_1,8.25,239.60421899160082,254.42734846728703
Salinity_SI_1,8.5,239.6422527808596,254.47054382239014
Salinity_SI_1,8.75,239.7088272432864,254.5620753933015
Salinity_SI_1,9.0,239.54104786128445,254.2894613935077
Salinity_SI_1,9.25,239.61463906590052,254.4079714433234
Salinity_SI_1,9.5,239.64690998218106,254.46431249030695
Salinity_SI_1,9.75,239.67326684261212,254.49754063552038
Salinity_SI_1,10.0,239.691102137717,254.53166953331416
Salinity_SI_1,10.25,239.74588129389133,254.6140138994004
Salinity_SI_1,10.5,239.42859092489996,254.17529257623286
Salinity_SI_1,10.75,239.54589309945112,254.32243430664184
Salinity_SI_1,11.0,239.73204565735577,254.5513204551781
