Parameter,Value,TbH,TbV
Salinity_SI_1,6.0,239.77500925240926,266.02768571656844
Salinity_SI_1,6.25,239.71399160256988,265.99883075136654
Salinity_SI_1,6.5,239.65316146085902,265.9709349039968
Salinity_SI_1,6.75,239.5954465618888,265.94423889078047
Salinity_SI_1,7.0,239.50263007609647,265.8891727255639
Salinity_SI_1,7.25,239.46360108240196,265.8839051230347
Salinity_SI_1,7.5,239.37798007755174,265.83631187533746
Salinity_SI_1,7.75,239.2964326966528,265.7903321400826
Salinity_SI_1,8.0,239.22111544708204,265.7471457242196
Salinity_SI_1,8.25,239.18151349034838,265.73798803274343
Salinity_SI_1,8.5,239.13208423029687,265.7286387695839
Salinity_SI_1,8.75,239.02573850660804,265.6630683354164
Salinity_SI_1,9.0,238.92086300765047,265.5961998442859
Salinity_SI_1,9.25,238.85343769208959,265.5621360690466
Salinity_SI_1,9.5,238.77565295831963,265.52294225696994
Salinity_SI_1,9.75,238.7249251382681,265.50904204469833
Salinity_SI_1,10.0,238.65482400360298,265.4752786424697
Salinity_SI_1,10.25,238.561652227384,265.4210446124159
Salinity_SI_1,10.5,238.456982662989,265.3579106886278
Salinity_SI_1,10.75,238.35417370308497,265.2966067497479
Salinity_SI_1,11.0,238.2674514825461,265.2472035474136
