Parameter,Value,TbH,TbV
Thickness_SI_1,0.0,230.64899217546483,250.41418594009616
Thickness_SI_1,0.005,244.39771982126965,261.3562812008118
Thickness_SI_1,0.01,244.4002096356333,261.3545756951899
Thickness_SI_1,0.015,244.40083971270326,261.352577696642
Thickness_SI_1,0.02,244.4005304929067,261.3506121986462
Thickness_SI_1,0.025,244.39980039037482,261.3488307948442
Thickness_SI_1,0.03,244.39893219055247,261.3472897131503
Thickness_SI_1,0.035,244.39807235060275,261.34599505153153
Thickness_SI_1,0.04,244.3972899065846,261.3449285652407
Thickness_SI_1,0.045,244.39661112988315,261.34406200681565
Thickness_SI_1,0.05,244.39603968134813,261.3433647984369
Thickness_SI_1,0.055,244.3955681400151,261.34280787803664
Thickness_SI_1,0.06,244.39518444024415,261.3423653974741
Thickness_SI_1,0.065,244.3948753343938,261.34201525390796
Thickness_SI_1,0.07,244.3946281431428,261.3417390210662
Thickness_SI_1,0.075,244.3944315406849,261.3415216012275
Thickness_SI_1,0.08,244.39427581315135,261.3413507740615
Thickness_SI_1,0.085,244.39415284400738,261.3412167353653
Thickness_SI_1,0.09,244.39405597075256,261.3411116704755
Thickness_SI_1,0.095,244.39397979239644,261.3410293806841
Thickness_SI_1,0.1,244.39391996997472,261.34096496717075
