Parameter,Value,TbH,TbV
Thickness_SI_1,0.0,216.5615418078012,260.1356510230846
Thickness_SI_1,0.005,239.12846206645276,265.70703432391366
Thickness_SI_1,0.01,239.17576261442326,265.7298881484904
Thickness_SI_1,0.015,239.19963569168132,265.7407290231758
Thickness_SI_1,0.02,239.2114561044887,265.7455714017378
Thickness_SI_1,0.025,239.21713535997813,265.74749257237244
Thickness_SI_1,0.03,239.21973001869785,265.74804787431526
Thickness_SI_1,0.035,239.22080878710142,265.7480090735268
Thickness_SI_1,0.04,239.22116806644598,265.74774826662946
Thickness_SI_1,0.045,239.22120567805595,265.74743648889074
Thickness_SI_1,0.05,239.22111544708204,265.7471457242196
Thickness_SI_1,0.055,239.22098806008873,265.7469007533463
Thickness_SI_1,0.06,239.22086300604653,265.74670509896555
Thickness_SI_1,0.065,239.22075507705395,265.7465537020885
Thickness_SI_1,0.07,239.22066770439727,265.74643888118004
Thickness_SI_1,0.075,239.22059953120558,265.7463529501776
Thickness_SI_1,0.08,239.2205475464315,265.74628921956236
Thickness_SI_1,0.085,239.22050849761928,265.7462422495703
Thickness_SI_1,0.09,239.22047946224063,265.7462077845462
Thickness_SI_1,0.095,239.22045802334412,265.74618257408144
Thickness_SI_1,0.1,239.22044227091965,265.74616417412665
