Parameter,Value,TbH,TbV
Fraction_volume_water_SP,0.0,235.44382367911936,257.7695745749379
Fraction_volume_water_SP,0.005,242.80615041560242,262.9001050256586
Fraction_volume_water_SP,0.01,246.9310425598814,265.79581475118397
Fraction_volume_water_SP,0.015,249.26678258313152,267.5213473281208
Fraction_volume_water_SP,0.02,250.5474395314332,268.56587421690244
Fraction_volume_water_SP,0.025,251.19727051926458,269.202427960388
Fraction_volume_water_SP,0.03,251.47001071941827,269.5925391458567
Fraction_volume_water_SP,0.035,251.51818742499825,269.833500678169
Fraction_volume_water_SP,0.04,251.4329885999736,269.98406063724667
Fraction_volume_water_SP,0.045,251.26862694344626,270.0795649390463
Fraction_volume_water_SP,0.05,251.05695765881381,270.1413098687738
Fraction_volume_water_SP,0.055,250.81666898890833,270.18210637920134
Fraction_volume_water_SP,0.06,250.55867682269226,270.20970977855944
Fraction_volume_water_SP,0.065,250.2894576417355,270.2288456676385
Fraction_volume_water_SP,0.07,250.01282573425613,270.24244574470885
Fraction_volume_water_SP,0.075,249.7310948158471,270.2523511953911
Fraction_volume_water_SP,0.08,249.4457055489426,270.25973803238526
Fraction_volume_water_SP,0.085,249.1575582841523,270.26537081703685
Fraction_volume_water_SP,0.09,248.86731982725604,270.2697451636478
Fraction_volume_water_SP,0.095,248.57540500515898,270.27319212483053
Fraction_volume_water_SP,0.1,248.28212910578625,270.2759285205179
