Parameter,Value,TbH,TbV
Thickness_SP,0.0,242.66677360562846,261.28854483276353
Thickness_SP,0.01,244.2339633825063,261.2447632272529
Thickness_SP,0.02,244.25732545347546,261.25898291578494
Thickness_SP,0.03,244.2806174352309,261.273157512937
Thickness_SP,0.04,244.30383972839834,261.2872873322651
Thickness_SP,0.05,244.32699272339121,261.30137267838336
Thickness_SP,0.06,244.35007680095944,261.31541384734123
Thickness_SP,0.07,244.3730923326472,261.3294111272258
Thickness_SP,0.08,244.39603968134813,261.3433647984369
Thickness_SP,0.09,244.41891920174427,261.3572751341909
Thickness_SP,0.1,244.44173124066035,261.37114240082167
Thickness_SP,0.11,244.46447613755876,261.3849668581567
Thickness_SP,0.12,244.48715422480853,261.3987487598055
Thickness_SP,0.13,244.50976582807994,261.41248835353906
Thickness_SP,0.14,244.5323112666698,261.42618588143927
Thickness_SP,0.15,244.554790853766,261.43984158031424
Thickness_SP,0.16,244.57720489677368,261.45345568181307
Thickness_SP,0.17,244.59955369754385,261.46702841274873
Thickness_SP,0.18,244.62183755261321,261.48055999526946
Thickness_SP,0.19,244.64405675348527,261.4940506471173
Thickness_SP,0.2,244.66621158680857,261.5075005817512
