Parameter,Value,TbH,TbV
Thickness_DH,0.0,235.1535071907913,266.3124043184666
Thickness_DH,0.005,244.03476910751655,264.37848609864693
Thickness_DH,0.01,242.77838583228382,262.8643694053734
Thickness_DH,0.015,241.5958121278981,261.47634561694497
Thickness_DH,0.02,240.53629427483443,260.2497795162349
Thickness_DH,0.025,239.60927586711293,259.18651922300063
Thickness_DH,0.03,238.80930275019412,258.2757544091919
Thickness_DH,0.035,238.12512587688514,257.50195971865264
Thickness_DH,0.04,237.54364922786584,256.8484489729295
Thickness_DH,0.045,237.05176065752502,256.2990504947546
Thickness_DH,0.05,236.63717657338492,255.83887379969636
Thickness_DH,0.055,236.28879543312604,255.45460969547406
Thickness_DH,0.06,235.99679960825898,255.13458615969137
Thickness_DH,0.065,235.75262896192137,254.8686986009886
Thickness_DH,0.07,235.54889205874474,254.64827984514622
Thickness_DH,0.075,235.37925088293352,254.46594628967918
Thickness_DH,0.08,235.23829859036243,254.31544039973897
Thickness_DH,0.085,235.12144068164315,254.19148034332076
Thickness_DH,0.09,235.02478479729874,254.08962210265784
Thickness_DH,0.095,234.945041383008,254.00613622416626
Thickness_DH,0.1,234.8794358081911,253.93789955347364
