Parameter,Value,TbH,TbV
Radius_SP,0.0001,239.58312739832775,254.3835506182969
Radius_SP,0.00011,239.4575177595454,254.27575903151558
Radius_SP,0.00012,239.3074773476362,254.1468219474503
Radius_SP,0.00013000000000000002,239.1309656542642,253.99488088377532
Radius_SP,0.00014,238.92597956587312,253.81807740979335
Radius_SP,0.00015000000000000001,238.6905602348755,253.61455470872772
Radius_SP,0.00015999999999999999,238.4228028049235,253.3824618639833
Radius_SP,0.00017,238.12086905289993,253.11996111144995
Radius_SP,0.00017999999999999998,237.78300278452068,252.82523811869154
Radius_SP,0.00019,237.4075475985288,252.49651516348425
Radius_SP,0.00019999999999999998,236.99296643631754,252.13206690442703
Radius_SP,0.00021,236.5378621778991,251.73023827940463
Radius_SP,0.00021999999999999998,236.04099844402842,251.2894639447937
Radius_SP,0.00023,235.50131972512807,250.8082885868719
Radius_SP,0.00023999999999999998,234.9179699804433,250.2853873998772
Radius_SP,0.00025,234.2903089297193,249.71958603185126
Radius_SP,0.00026,233.61792538436828,249.10987934410153
Radius_SP,0.00027,232.90064712178787,248.45544840644106
Radius_SP,0.00028,232.13854698037937,247.7556752488879
Radius_SP,0.00029,231.33194502985089,247.0101550011723
Radius_SP,0.0003,230.4814068379008,246.2187051662133
