Parameter,Value,TbH,TbV
Thickness_SI,0.0,221.42918738413005,251.25708715080034
Thickness_SI,0.015,242.7224384134009,262.839054789128
Thickness_SI,0.03,242.89008726339148,262.9579123981389
Thickness_SI,0.045,243.01423583720162,263.0846972473266
Thickness_SI,0.06,243.08409439719725,263.15954905690205
Thickness_SI,0.075,243.11956044004714,263.1976202421748
Thickness_SI,0.09,243.1367842268574,263.2159263188601
Thickness_SI,0.105,243.14498455501194,263.22452761505104
Thickness_SI,0.12,243.14885559510228,263.2285325422217
Thickness_SI,0.135,243.15067725798258,263.23039234093164
Thickness_SI,0.15,243.15153408559095,263.2312562744755
Thickness_SI,0.16499999999999998,243.1519374105858,263.23165829273967
Thickness_SI,0.18,243.15212752294772,263.23184580608853
Thickness_SI,0.195,243.15221727976535,263.2319334940975
Thickness_SI,0.21,243.15225972785888,263.23197460753744
Thickness_SI,0.22499999999999998,243.15227983610043,263.23199393307016
Thickness_SI,0.24,243.15228937692032,263.23200303908305
Thickness_SI,0.255,243.152293910621,263.23200733945856
Thickness_SI,0.27,243.15229606802174,263.2320093745931
Thickness_SI,0.285,243.15229709596895,263.2320103395647
Thickness_SI,0.3,243.15229758634527,263.23201079791846
