Parameter,Value,TbH,TbV
Fraction_volume_water_SI,0.001,234.5281020003085,253.70484083007128
Fraction_volume_water_SI,0.020950000000000003,243.99839936988374,261.24827540816716
Fraction_volume_water_SI,0.040900000000000006,247.64549368054395,264.50801751294193
Fraction_volume_water_SI,0.06085000000000001,249.13740151241967,266.1911543598688
Fraction_volume_water_SI,0.08080000000000001,249.59737768087828,267.07605326771125
Fraction_volume_water_SI,0.10075,249.51810221726257,267.5298379324575
Fraction_volume_water_SI,0.12070000000000002,249.1245359174388,267.74639783632597
Fraction_volume_water_SI,0.14065000000000003,248.52599597360393,267.82497461621324
Fraction_volume_water_SI,0.16060000000000002,247.78449370105798,267.81132257209924
Fraction_volume_water_SI,0.18055000000000002,246.92788357314035,267.72701489824595
Fraction_volume_water_SI,0.2005,245.97809271166432,267.5796590731645
Fraction_volume_water_SI,0.22045000000000003,244.9498690649506,267.37134415790587
Fraction_volume_water_SI,0.24040000000000003,243.85371473684253,267.10037778739434
Fraction_volume_water_SI,0.26035,242.7006799311364,266.7640262372737
Fraction_volume_water_SI,0.28030000000000005,241.50340150196806,266.3622141110678
Fraction_volume_water_SI,0.30025,240.2703999708253,265.8925708424837
Fraction_volume_water_SI,0.32020000000000004,239.00524385146053,265.3481944619018
Fraction_volume_water_SI,0.34015000000000006,237.7138411504497,264.7238399888647
Fraction_volume_water_SI,0.36010000000000003,236.40876433398734,264.0272562540304
Fraction_volume_water_SI,0.38005000000000005,233.50354084124933,263.75410745318925
Fraction_volume_water_SI,0.4,231.81820221462442,263.02304444141544
